step,agent_id,agent_name,species_id,health,energy,position_x,position_y,generation,age,speed,intelligence,aggression,cooperation,pollution_tolerance,action,reward
0,e498e98b-aff2-4976-85bf-c9186529647c,Agent_0,prey,99.56582034731737,100,1,7,0,0,9.046779740399158,2.326478561070777,3.1579632530355624,4.646340663676744,7.82910173658686,reproduce,-19.1
0,c548a58e-312e-4dde-af3a-91c940d92f11,Agent_1,prey,99.28392628739584,100,24,47,0,0,4.973944605531949,3.6099440478726876,6.238083410987468,6.433823153109024,6.419631436979204,eat,-14.1
0,40fe9402-aacd-41a1-aab7-34da52f438e7,Agent_2,prey,100.0,100,5,17,0,0,5.377892505606084,4.814651683647055,2.8102477077467456,8.868608356271714,3.759246428836626,reproduce,0.9
0,0a83d251-52cd-412d-9921-9a124775fc9f,Agent_3,prey,99.42218408770549,100,37,46,0,0,3.8325376175028887,4.510485014120007,1.9865690593035148,7.409745446294487,8.073946959018281,fight,-29.1
0,cc394cb4-65a9-4877-ab0c-5a92ce094780,Agent_4,prey,99.72534867265294,100,22,19,0,0,7.541371754545349,8.358644606763518,2.5336115199190257,5.374790594723688,7.253486726529427,reproduce,-9.1
0,c83a96b8-2267-49d3-84f2-5fc7ca4a3248,Agent_5,prey,99.3083553964618,100,44,38,0,0,4.671962217735507,1.1278005484336089,7.963539018990815,2.4848978650399642,3.0835539646180345,eat,-4.1
0,29d7d0f0-461a-4f9f-9252-ce5f5ba818ad,Agent_6,prey,100.0,100,28,6,0,0,4.615585171931725,9.280952321500079,7.502992388260906,5.753287130678061,9.08781363809249,move,0.9
0,a8015a91-3adc-4e59-8c19-62af0e062d7f,Agent_7,prey,99.88916765312287,100,40,29,0,0,1.6069893719228128,3.2092098800983093,6.726989518301055,5.327422880713203,8.891676531228715,move,-9.1
0,12916c1d-fb2b-4cdf-a4d9-7a98fe1b20dc,Agent_8,prey,98.67689756577116,100,5,18,0,0,1.0,7.902939147069528,5.357570831306671,5.345608236528471,3.3844878288557947,eat,-14.1
0,95ea809e-b199-4bda-90e1-c41ce2545387,Agent_9,prey,99.51056319584714,100,44,14,0,0,7.046801207925492,4.191546760670831,5.504978645573171,4.85211986238084,5.105631958471403,move,-9.1
